class,precision,recall,f1-score,support
abies_concolor,1.0,0.9210526315789473,0.958904109589041,38.0
acer_negundo,1.0,1.0,1.0,35.0
acer_palmatum,1.0,1.0,1.0,32.0
acer_rubrum,1.0,0.9777777777777777,0.9887640449438202,45.0
acer_saccharinum,0.9666666666666667,1.0,0.983050847457627,29.0
acer_saccharum,1.0,1.0,1.0,28.0
aesculus_pavi,1.0,1.0,1.0,34.0
asimina_triloba,0.9743589743589743,1.0,0.9870129870129869,38.0
broussonettia_papyrifera,1.0,0.9777777777777777,0.9887640449438202,45.0
carpinus_caroliniana,0.9310344827586207,1.0,0.9642857142857143,27.0
carya_cordiformis,1.0,0.9,0.9473684210526316,30.0
carya_glabra,0.9,1.0,0.9473684210526316,27.0
catalpa_bignonioides,1.0,0.9393939393939394,0.96875,33.0
catalpa_speciosa,0.9333333333333333,0.9655172413793104,0.9491525423728815,29.0
cercis_canadensis,1.0,1.0,1.0,33.0
chionanthus_virginicus,1.0,1.0,1.0,33.0
cornus_florida,1.0,0.9629629629629629,0.9811320754716981,27.0
cryptomeria_japonica,0.9696969696969697,1.0,0.9846153846153847,32.0
diospyros_virginiana,0.9230769230769231,0.9473684210526315,0.935064935064935,38.0
eucommia_ulmoides,0.9655172413793104,0.9655172413793104,0.9655172413793104,29.0
fraxinus_nigra,1.0,1.0,1.0,31.0
gleditsia_triacanthos,1.0,1.0,1.0,30.0
ilex_opaca,1.0,1.0,1.0,37.0
juglans_cinerea,1.0,1.0,1.0,33.0
koelreuteria_paniculata,1.0,1.0,1.0,30.0
liriodendron_tulipifera,1.0,1.0,1.0,36.0
maclura_pomifera,1.0,0.9705882352941176,0.9850746268656716,68.0
magnolia_denudata,0.9259259259259259,0.9259259259259259,0.9259259259259259,27.0
magnolia_virginiana,1.0,1.0,1.0,27.0
ostrya_virginiana,1.0,0.90625,0.9508196721311475,32.0
pinus_bungeana,1.0,1.0,1.0,27.0
pinus_cembra,1.0,1.0,1.0,27.0
platanus_occidentalis,1.0,1.0,1.0,29.0
prunus_sargentii,0.9545454545454546,0.4772727272727273,0.6363636363636365,44.0
prunus_virginiana,1.0,1.0,1.0,46.0
ptelea_trifoliata,1.0,1.0,1.0,41.0
quercus_alba,1.0,1.0,1.0,27.0
quercus_marilandica,1.0,1.0,1.0,27.0
quercus_montana,1.0,1.0,1.0,38.0
quercus_muehlenbergii,0.6,0.9705882352941176,0.7415730337078651,34.0
salix_nigra,1.0,1.0,1.0,30.0
staphylea_trifolia,1.0,1.0,1.0,32.0
styrax_japonica,0.9210526315789473,1.0,0.958904109589041,35.0
taxodium_distichum,1.0,0.9629629629629629,0.9811320754716981,27.0
tilia_cordata,0.967741935483871,1.0,0.9836065573770492,30.0
tsuga_canadensis,0.90625,1.0,0.9508196721311475,29.0
ulmus_americana,0.967741935483871,0.9090909090909091,0.9374999999999999,33.0
ulmus_pumila,1.0,1.0,1.0,40.0
ulmus_rubra,0.9215686274509803,0.9791666666666666,0.9494949494949494,48.0
zelkova_serrata,1.0,1.0,1.0,28.0
accuracy,0.96973293768546,0.96973293768546,0.96973293768546,0.96973293768546
macro avg,0.9745702220347969,0.9731842731162017,0.9710193005660122,1685.0
weighted avg,0.9749506981161685,0.96973293768546,0.9690058896901305,1685.0
